NAME,DATE,REVIEW_BODY,PROFILE_PIC,RATINGS_ID
Zach McCain,June 2012, I want my money back. The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. But the owner was cool. My partner and I always wanted to visit. Why didn't I find this place sooner? And I would do it again! This place is awesome! BEST TRIP EVER! The place smelled very bad! Very much worth it. The owner has the best style. I do not regret anything! The town was very cute. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,45
Elene Mikaberidze,August 2020, I want my money back. The view form the back porch was to die for. But the owner was cool. Why didn't I find this place sooner? I came here for my honemoon. The torcher chamber was a bit too much. You can tell the owner really likes bears. NO INDOOR PLUMBING!! The town was very cute. I wish I could have stayed longer. This place is awesome! The owner has the best style. The place smelled very bad! BE WARNED! Very much worth it. BEST TRIP EVER! But seriously tell all your friends! We had so much fun! The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,45
Alex Sandoval,July 2020, The town was very cute. The view form the back porch was to die for. I do not regret anything! NO INDOOR PLUMBING!! I came here for my honemoon. BE WARNED! I want my money back. BEST TRIP EVER! But seriously tell all your friends! This place is awesome! The owner wouldn't let me bring my pet bear. But the owner was cool. The owner has the best style. Why didn't I find this place sooner? You can tell the owner really likes bears. We had so much fun! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,45
Henry Fradley,April 2020, This place is awesome! My partner and I always wanted to visit. The torcher chamber was a bit too much. The place smelled very bad! I wish I could have stayed longer. NO INDOOR PLUMBING!! You can tell the owner really likes bears. Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,45
Matthew Morgan,August 2010, The town was very cute. And I would do it again! I do not regret anything! Very much worth it. I want my money back. I came here for my honemoon. Why didn't I find this place sooner? But seriously tell all your friends! My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear. The view form the back porch was to die for. I wish I could have stayed longer. The torcher chamber was a bit too much. You can tell the owner really likes bears. NO INDOOR PLUMBING!! But the owner was cool. It was quite a drive from the airport. We had so much fun! The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,45
John Kelly,February 2012, The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. And I would do it again! The view form the back porch was to die for. I wish I could have stayed longer. It was quite a drive from the airport. I do not regret anything! NO INDOOR PLUMBING!! We had so much fun! You can tell the owner really likes bears. Why didn't I find this place sooner? The place smelled very bad! Very much worth it. I want my money back. This place is awesome! BE WARNED! But seriously tell all your friends! BEST TRIP EVER! The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,45
Joe Wnukoski,November 2008, NO INDOOR PLUMBING!! I came here for my honemoon. Very much worth it. The town was very cute. BE WARNED! The owner wouldn't let me bring my pet bear. The place smelled very bad! This place is awesome! My partner and I always wanted to visit. It was quite a drive from the airport. You can tell the owner really likes bears. BEST TRIP EVER! The torcher chamber was a bit too much. I wish I could have stayed longer. But the owner was cool. The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,45
Joe Buono,April 2010, BEST TRIP EVER! We had so much fun! You can tell the owner really likes bears. This place is awesome! But the owner was cool. My partner and I always wanted to visit. I do not regret anything! The owner wouldn't let me bring my pet bear. It was quite a drive from the airport. I want my money back. The torcher chamber was a bit too much. The owner has the best style. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,45
Daniel Lee,January 2016, The place smelled very bad! The owner wouldn't let me bring my pet bear. I do not regret anything! And I would do it again! Very much worth it. I came here for my honemoon. This place is awesome! It was quite a drive from the airport. The town was very cute. But seriously tell all your friends! I want my money back. But the owner was cool. The torcher chamber was a bit too much. The owner has the best style. My partner and I always wanted to visit. I wish I could have stayed longer. NO INDOOR PLUMBING!! Why didn't I find this place sooner? BEST TRIP EVER! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,45
Frans Larson,May 2018, My partner and I always wanted to visit. You can tell the owner really likes bears. But seriously tell all your friends! NO INDOOR PLUMBING!! We had so much fun! I want my money back. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,45
Genaro Salinas,August 2008, The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,46
Michael Chen,January 2013, The view form the back porch was to die for. The town was very cute. The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. The owner has the best style. I want my money back. And I would do it again! It was quite a drive from the airport. I came here for my honemoon. NO INDOOR PLUMBING!! Very much worth it. BEST TRIP EVER! Why didn't I find this place sooner? This place is awesome! I do not regret anything! My partner and I always wanted to visit. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,46
Taylor Anderson,December 2011, The place smelled very bad! We had so much fun! The owner has the best style. But seriously tell all your friends! You can tell the owner really likes bears. My partner and I always wanted to visit. NO INDOOR PLUMBING!! The town was very cute. And I would do it again! BE WARNED! I want my money back. But the owner was cool. It was quite a drive from the airport. This place is awesome! The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,46
Mukhtar Bahadory,July 2014, But seriously tell all your friends! You can tell the owner really likes bears. Why didn't I find this place sooner? The owner wouldn't let me bring my pet bear. NO INDOOR PLUMBING!! I do not regret anything! The torcher chamber was a bit too much. Very much worth it. The town was very cute. My partner and I always wanted to visit. The place smelled very bad! This place is awesome! I wish I could have stayed longer. It was quite a drive from the airport. BE WARNED! And I would do it again! I want my money back. We had so much fun! But the owner was cool. I came here for my honemoon. The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,46
Fabian Yee,October 2008, Very much worth it. Why didn't I find this place sooner? I wish I could have stayed longer. The view form the back porch was to die for. NO INDOOR PLUMBING!! The owner has the best style. I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,46
Nick Mendini,April 2014, BE WARNED! NO INDOOR PLUMBING!! The town was very cute. The view form the back porch was to die for. The owner has the best style. The torcher chamber was a bit too much. Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,46
Giovani Maccagno,December 2008, But seriously tell all your friends! The torcher chamber was a bit too much. I came here for my honemoon. I want my money back. Very much worth it. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,46
Dylan Ring,November 2013, You can tell the owner really likes bears. The town was very cute. The owner has the best style. I came here for my honemoon. The view form the back porch was to die for. But seriously tell all your friends! And I would do it again! Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,46
Jeremy England,December 2020, The owner has the best style. You can tell the owner really likes bears. The view form the back porch was to die for. I do not regret anything! My partner and I always wanted to visit. NO INDOOR PLUMBING!! Very much worth it. Why didn't I find this place sooner? The torcher chamber was a bit too much. And I would do it again! The town was very cute. I wish I could have stayed longer. We had so much fun! BE WARNED! The owner wouldn't let me bring my pet bear. But seriously tell all your friends! I came here for my honemoon. It was quite a drive from the airport. This place is awesome! But the owner was cool. I want my money back. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,46
John Anderton,September 2019, BEST TRIP EVER! And I would do it again! The owner has the best style. You can tell the owner really likes bears. NO INDOOR PLUMBING!! I wish I could have stayed longer. But seriously tell all your friends! The town was very cute. The view form the back porch was to die for. Why didn't I find this place sooner? BE WARNED! I want my money back. But the owner was cool. My partner and I always wanted to visit. The place smelled very bad! The owner wouldn't let me bring my pet bear. I do not regret anything! It was quite a drive from the airport. The torcher chamber was a bit too much. We had so much fun! This place is awesome! Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,46
Frans Larson,June 2020, But the owner was cool. I want my money back. It was quite a drive from the airport. The view form the back porch was to die for. I wish I could have stayed longer. I do not regret anything! The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,46
Jeremy England,January 2017, I do not regret anything! Very much worth it. This place is awesome! Why didn't I find this place sooner? It was quite a drive from the airport. The owner wouldn't let me bring my pet bear. The view form the back porch was to die for. We had so much fun! The place smelled very bad! The torcher chamber was a bit too much. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,47
Fabian Yee,February 2020, We had so much fun! NO INDOOR PLUMBING!! This place is awesome! But the owner was cool. The town was very cute. And I would do it again! I wish I could have stayed longer. Very much worth it. Why didn't I find this place sooner? The place smelled very bad! It was quite a drive from the airport. BE WARNED! My partner and I always wanted to visit. The owner has the best style. I came here for my honemoon. The owner wouldn't let me bring my pet bear. The torcher chamber was a bit too much. But seriously tell all your friends! I do not regret anything! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,47
Henry Fradley,June 2012, BEST TRIP EVER! We had so much fun! This place is awesome! BE WARNED! Very much worth it. And I would do it again! Why didn't I find this place sooner? I came here for my honemoon. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,47
Matthew Morgan,July 2010, The owner wouldn't let me bring my pet bear. I wish I could have stayed longer. It was quite a drive from the airport. We had so much fun! The torcher chamber was a bit too much. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,47
Rebecca Wiegel,October 2016, I wish I could have stayed longer. You can tell the owner really likes bears. NO INDOOR PLUMBING!! The place smelled very bad! The torcher chamber was a bit too much. We had so much fun! Why didn't I find this place sooner? But the owner was cool. And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,47
Ben Rasmussen,June 2013, The place smelled very bad! I do not regret anything! NO INDOOR PLUMBING!! We had so much fun! BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,47
Alysa Shin,December 2013, The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. BEST TRIP EVER! BE WARNED! I want my money back. Very much worth it. It was quite a drive from the airport. But the owner was cool. The place smelled very bad! But seriously tell all your friends! You can tell the owner really likes bears. Why didn't I find this place sooner? The town was very cute. My partner and I always wanted to visit. And I would do it again! NO INDOOR PLUMBING!! I do not regret anything! I came here for my honemoon. This place is awesome! I wish I could have stayed longer. The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,47
Quentin McMillian,January 2011, But seriously tell all your friends! The owner wouldn't let me bring my pet bear. The torcher chamber was a bit too much. It was quite a drive from the airport. The owner has the best style. NO INDOOR PLUMBING!! My partner and I always wanted to visit. The town was very cute. I wish I could have stayed longer. Very much worth it. You can tell the owner really likes bears. Why didn't I find this place sooner? I want my money back. BEST TRIP EVER! This place is awesome! BE WARNED! We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,47
Frans Larson,May 2019, BEST TRIP EVER! BE WARNED! The town was very cute. My partner and I always wanted to visit. It was quite a drive from the airport. This place is awesome! But the owner was cool. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. Why didn't I find this place sooner? I wish I could have stayed longer. I came here for my honemoon. I do not regret anything! I want my money back. Very much worth it. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,47
Sam Goldie,January 2008, NO INDOOR PLUMBING!! And I would do it again! Why didn't I find this place sooner? I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,47
Zain Padela,January 2012, My partner and I always wanted to visit. The place smelled very bad! NO INDOOR PLUMBING!! Very much worth it. And I would do it again! I wish I could have stayed longer. Why didn't I find this place sooner? I came here for my honemoon. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,47
Tyler Bailey,December 2019, The owner has the best style. The town was very cute. I wish I could have stayed longer. The view form the back porch was to die for. Why didn't I find this place sooner? The place smelled very bad! BEST TRIP EVER! The owner wouldn't let me bring my pet bear. BE WARNED! I do not regret anything! But seriously tell all your friends! We had so much fun! The torcher chamber was a bit too much. And I would do it again! I came here for my honemoon. This place is awesome! You can tell the owner really likes bears. Very much worth it. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,47
Genaro Salinas,November 2015, I wish I could have stayed longer. But seriously tell all your friends! The owner has the best style. I want my money back. I do not regret anything! NO INDOOR PLUMBING!! Why didn't I find this place sooner? This place is awesome! We had so much fun! The place smelled very bad! And I would do it again! Very much worth it. The town was very cute. BEST TRIP EVER! The owner wouldn't let me bring my pet bear. I came here for my honemoon. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,47
Connor Wilson,April 2018, The torcher chamber was a bit too much. We had so much fun! The town was very cute. I wish I could have stayed longer. This place is awesome! I want my money back. NO INDOOR PLUMBING!! I came here for my honemoon. It was quite a drive from the airport. The place smelled very bad! You can tell the owner really likes bears. The owner has the best style. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,48
Frans Larson,March 2019, Very much worth it. BE WARNED! We had so much fun! I came here for my honemoon. The owner wouldn't let me bring my pet bear. My partner and I always wanted to visit. The town was very cute. BEST TRIP EVER! But seriously tell all your friends! The view form the back porch was to die for. It was quite a drive from the airport. I wish I could have stayed longer. The owner has the best style. I do not regret anything! The torcher chamber was a bit too much. NO INDOOR PLUMBING!! And I would do it again! You can tell the owner really likes bears. Why didn't I find this place sooner? The place smelled very bad! This place is awesome! But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,48
Henry Fradley,April 2008, You can tell the owner really likes bears. The owner has the best style. The town was very cute. The owner wouldn't let me bring my pet bear. My partner and I always wanted to visit. And I would do it again! But the owner was cool. Why didn't I find this place sooner? It was quite a drive from the airport. The view form the back porch was to die for. This place is awesome! Very much worth it. I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,48
Brandon Elzy,November 2019, BE WARNED! But seriously tell all your friends! This place is awesome! The owner wouldn't let me bring my pet bear. I wish I could have stayed longer. The torcher chamber was a bit too much. I want my money back. It was quite a drive from the airport. The town was very cute. I came here for my honemoon. BEST TRIP EVER! Why didn't I find this place sooner? My partner and I always wanted to visit. You can tell the owner really likes bears. The owner has the best style. We had so much fun! And I would do it again! Very much worth it. The view form the back porch was to die for. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,48
Michael Chen,June 2018, You can tell the owner really likes bears. NO INDOOR PLUMBING!! And I would do it again! It was quite a drive from the airport. We had so much fun! I want my money back. BE WARNED! I came here for my honemoon. I do not regret anything! The owner wouldn't let me bring my pet bear. This place is awesome! My partner and I always wanted to visit. I wish I could have stayed longer. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,48
John Campbell,July 2016, The torcher chamber was a bit too much. BEST TRIP EVER! You can tell the owner really likes bears. Very much worth it. NO INDOOR PLUMBING!! But seriously tell all your friends! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,48
Tre' Moore,January 2018, Why didn't I find this place sooner? I want my money back. This place is awesome! Very much worth it. NO INDOOR PLUMBING!! We had so much fun! But seriously tell all your friends! The owner wouldn't let me bring my pet bear. I came here for my honemoon. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,49
Parker Stafford,October 2015, It was quite a drive from the airport. NO INDOOR PLUMBING!! I came here for my honemoon. You can tell the owner really likes bears. The owner wouldn't let me bring my pet bear. The view form the back porch was to die for. Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,49
David Kim,March 2015, It was quite a drive from the airport. This place is awesome! Very much worth it. And I would do it again! The view form the back porch was to die for. Why didn't I find this place sooner? But the owner was cool. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. The town was very cute. We had so much fun! BEST TRIP EVER! The owner has the best style. The place smelled very bad! I wish I could have stayed longer. I do not regret anything! I came here for my honemoon. But seriously tell all your friends! I want my money back. You can tell the owner really likes bears. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,49
Joe Wnukoski,November 2013, I came here for my honemoon. Why didn't I find this place sooner? BEST TRIP EVER! But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,49
Zach McCain,April 2011, BEST TRIP EVER! You can tell the owner really likes bears. My partner and I always wanted to visit. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. Why didn't I find this place sooner? I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,49
Mitch McDermott,August 2016, I wish I could have stayed longer. Why didn't I find this place sooner? The torcher chamber was a bit too much. BE WARNED! And I would do it again! NO INDOOR PLUMBING!! The owner has the best style. My partner and I always wanted to visit. But seriously tell all your friends! The town was very cute. The place smelled very bad! It was quite a drive from the airport. But the owner was cool. Very much worth it. BEST TRIP EVER! You can tell the owner really likes bears. I want my money back. This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,49
Frans Larson,May 2008, But the owner was cool. BEST TRIP EVER! NO INDOOR PLUMBING!! BE WARNED! And I would do it again! The place smelled very bad! The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,49
Mukhtar Bahadory,February 2019, Why didn't I find this place sooner? The place smelled very bad! It was quite a drive from the airport. And I would do it again! BEST TRIP EVER! The town was very cute. BE WARNED! I came here for my honemoon. But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,49
Henry Fradley,November 2012, The owner has the best style. The owner wouldn't let me bring my pet bear. BE WARNED! It was quite a drive from the airport. The place smelled very bad! Why didn't I find this place sooner? I came here for my honemoon. We had so much fun! The torcher chamber was a bit too much. BEST TRIP EVER! NO INDOOR PLUMBING!! The view form the back porch was to die for. And I would do it again! I wish I could have stayed longer. Very much worth it. I want my money back. This place is awesome! But seriously tell all your friends! The town was very cute. But the owner was cool. You can tell the owner really likes bears. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,49
Sam Goldie,January 2018, My partner and I always wanted to visit. This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,49
Rebecca Wiegel,March 2008, But seriously tell all your friends! The owner wouldn't let me bring my pet bear. I wish I could have stayed longer. But the owner was cool. NO INDOOR PLUMBING!! It was quite a drive from the airport. This place is awesome! Why didn't I find this place sooner? You can tell the owner really likes bears. The torcher chamber was a bit too much. I came here for my honemoon. The view form the back porch was to die for. The town was very cute. Very much worth it. I want my money back. The place smelled very bad! The owner has the best style. And I would do it again! My partner and I always wanted to visit. We had so much fun! BE WARNED! BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,49
John Campbell,August 2014, The town was very cute. Why didn't I find this place sooner? I want my money back. I do not regret anything! The torcher chamber was a bit too much. But seriously tell all your friends! NO INDOOR PLUMBING!! My partner and I always wanted to visit. BEST TRIP EVER! The place smelled very bad! I wish I could have stayed longer. I came here for my honemoon. But the owner was cool. The view form the back porch was to die for. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,49
Dylan Ring,September 2010, I wish I could have stayed longer. NO INDOOR PLUMBING!! The town was very cute. BEST TRIP EVER! The owner wouldn't let me bring my pet bear. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,49
Jeremy England,June 2014, The view form the back porch was to die for. But the owner was cool. It was quite a drive from the airport. I wish I could have stayed longer. My partner and I always wanted to visit. BEST TRIP EVER! But seriously tell all your friends! The owner has the best style. And I would do it again! You can tell the owner really likes bears. This place is awesome! The town was very cute. We had so much fun! I want my money back. Why didn't I find this place sooner? I do not regret anything! NO INDOOR PLUMBING!! I came here for my honemoon. Very much worth it. The owner wouldn't let me bring my pet bear. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,50
Michael Chen,September 2012, The place smelled very bad! We had so much fun! BEST TRIP EVER! Very much worth it. I want my money back. The owner has the best style. The owner wouldn't let me bring my pet bear. Why didn't I find this place sooner? I came here for my honemoon. You can tell the owner really likes bears. I do not regret anything! I wish I could have stayed longer. This place is awesome! But the owner was cool. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,50
Alex Sandoval,February 2020, It was quite a drive from the airport. This place is awesome! The owner has the best style. BE WARNED! Why didn't I find this place sooner? NO INDOOR PLUMBING!! The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. I wish I could have stayed longer. I want my money back. The place smelled very bad! The torcher chamber was a bit too much. My partner and I always wanted to visit. But the owner was cool. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,50
Tyler Bailey,August 2008, NO INDOOR PLUMBING!! I wish I could have stayed longer. I want my money back. The view form the back porch was to die for. We had so much fun! Why didn't I find this place sooner? And I would do it again! You can tell the owner really likes bears. I came here for my honemoon. This place is awesome! Very much worth it. It was quite a drive from the airport. BEST TRIP EVER! The place smelled very bad! But seriously tell all your friends! I do not regret anything! The torcher chamber was a bit too much. The town was very cute. BE WARNED! But the owner was cool. My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,50
Ben Rasmussen,August 2017, BE WARNED! Why didn't I find this place sooner? This place is awesome! I wish I could have stayed longer. My partner and I always wanted to visit. The town was very cute. NO INDOOR PLUMBING!! The view form the back porch was to die for. We had so much fun! It was quite a drive from the airport. I want my money back. The torcher chamber was a bit too much. The place smelled very bad! I do not regret anything! But the owner was cool. Very much worth it. You can tell the owner really likes bears. The owner wouldn't let me bring my pet bear. But seriously tell all your friends! And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,51
Jeremy England,October 2012, I want my money back. And I would do it again! Very much worth it. Why didn't I find this place sooner? I wish I could have stayed longer. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,51
Michael Wetterauer,January 2015, You can tell the owner really likes bears. The view form the back porch was to die for. My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear. I came here for my honemoon. We had so much fun! The town was very cute. The place smelled very bad! I want my money back. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,51
Michael Chen,August 2018, The owner has the best style. But seriously tell all your friends! The view form the back porch was to die for. This place is awesome! We had so much fun! The torcher chamber was a bit too much. I wish I could have stayed longer. The owner wouldn't let me bring my pet bear. The place smelled very bad! The town was very cute. Why didn't I find this place sooner? I want my money back. NO INDOOR PLUMBING!! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,51
Alysa Shin,August 2016, I want my money back. But the owner was cool. The torcher chamber was a bit too much. We had so much fun! But seriously tell all your friends! The view form the back porch was to die for. My partner and I always wanted to visit. You can tell the owner really likes bears. BEST TRIP EVER! It was quite a drive from the airport. The town was very cute. And I would do it again! This place is awesome! NO INDOOR PLUMBING!! BE WARNED! I came here for my honemoon. Why didn't I find this place sooner? The place smelled very bad! I wish I could have stayed longer. The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,51
Sam Goldie,November 2012, BE WARNED! The town was very cute. I want my money back. This place is awesome! The place smelled very bad! I came here for my honemoon. BEST TRIP EVER! I wish I could have stayed longer. The view form the back porch was to die for. The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,51
Tyler Bailey,February 2014, We had so much fun! The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. NO INDOOR PLUMBING!! The owner has the best style. I came here for my honemoon. But seriously tell all your friends! It was quite a drive from the airport. But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,52
Joe Buono,February 2011, Very much worth it. And I would do it again! The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. The owner has the best style. I came here for my honemoon. The town was very cute. I do not regret anything! The torcher chamber was a bit too much. This place is awesome! BEST TRIP EVER! You can tell the owner really likes bears. We had so much fun! I wish I could have stayed longer. I want my money back. It was quite a drive from the airport. NO INDOOR PLUMBING!! But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,52
Alysa Shin,January 2012, The view form the back porch was to die for. I came here for my honemoon. My partner and I always wanted to visit. But seriously tell all your friends! BEST TRIP EVER! I want my money back. But the owner was cool. And I would do it again! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,52
